,Base_frequency,Target_frequency,x_attested_diachronically,Viability_score
Xon (3pl) : Xon (1sg) = Xan : Xan (strong aorist -> weak aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xon (3pl) : Xon (1sg) = Xa:si : Xa:si (strong aorist -> perfect),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xon (3pl) : Xon (1sg) = Xsan : Xsan (strong aorist -> kappatic aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xon (3pl) : Xon (1sg) = Xsan : Xsan (strong aorist -> root aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xan (3pl) : Xa (1sg) = Xon : Xo (weak aorist -> strong aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xan (3pl) : Xa (1sg) = Xsan : Xsa (weak aorist -> kappatic aorist),0.0636776537643638,0.2859945909826449,1,0.058847325250607534
Xan (3pl) : Xa (1sg) = Xsan : Xsa (weak aorist -> root aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xsan (3pl) : Xka (1sg) = Xsan : Xka (kappatic aorist -> root aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xsan (3pl) : Xn (1sg) = Xsan : Xn (root aorist -> kappatic aorist),0.0636776537643638,0.2859945909826449,0,0.058847325250607534
Xan (3pl) : Xas (2sg) = Xon : Xos (weak aorist -> strong aorist),0.0636776537643638,0.2242555265440747,0,0.08895930794893273
Xan (3pl) : Xas (2sg) = Xsan : Xsas (weak aorist -> kappatic aorist),0.0636776537643638,0.2242555265440747,1,0.08895930794893273
Xan (3pl) : Xas (2sg) = Xsan : Xsas (weak aorist -> root aorist),0.0636776537643638,0.2242555265440747,0,0.08895930794893273
Xsan (3pl) : Xkas (2sg) = Xan : Xka (kappatic aorist -> weak aorist),0.0636776537643638,0.2242555265440747,0,0.08895930794893273
Xsan (3pl) : Xkas (2sg) = Xsan : Xkas (kappatic aorist -> root aorist),0.0636776537643638,0.2242555265440747,0,0.08895930794893273
Xsan (3pl) : Xs (2sg) = Xan : X (root aorist -> weak aorist),0.0636776537643638,0.2242555265440747,0,0.08895930794893273
Xsan (3pl) : Xs (2sg) = Xsan : Xs (root aorist -> kappatic aorist),0.0636776537643638,0.2242555265440747,0,0.08895930794893273
Xan (3pl) : Xe (3sg) = Xsan : Xse (weak aorist -> kappatic aorist),0.0636776537643638,0.3255685809702494,1,0.04487850378346485
Xan (3pl) : Xe (3sg) = Xsan : Xse (weak aorist -> root aorist),0.0636776537643638,0.3255685809702494,0,0.04487850378346485
Xsan (3pl) : Xke (3sg) = Xsan : Xke (kappatic aorist -> root aorist),0.0636776537643638,0.3255685809702494,0,0.04487850378346485
Xsan (3pl) : X (3sg) = Xsan : X (root aorist -> kappatic aorist),0.0636776537643638,0.3255685809702494,0,0.04487850378346485
Xon (3pl) : Xomen (1pl) = Xsan : Xsamen (strong aorist -> kappatic aorist),0.0636776537643638,0.0555122078887264,1,0.2482258431293393
Xon (3pl) : Xomen (1pl) = Xsan : Xsamen (strong aorist -> root aorist),0.0636776537643638,0.0555122078887264,0,0.2482258431293393
Xan (3pl) : Xamen (1pl) = Xa:si : Xame:si (weak aorist -> perfect),0.0636776537643638,0.0555122078887264,0,0.2482258431293393
Xan (3pl) : Xamen (1pl) = Xsan : Xsamen (weak aorist -> kappatic aorist),0.0636776537643638,0.0555122078887264,1,0.2482258431293393
Xan (3pl) : Xamen (1pl) = Xsan : Xsamen (weak aorist -> root aorist),0.0636776537643638,0.0555122078887264,0,0.2482258431293393
Xan (3pl) : Xate (2pl) = Xon : Xote (weak aorist -> strong aorist),0.0636776537643638,0.0449914398499407,0,0.26266982421985485
Xan (3pl) : Xate (2pl) = Xsan : Xsate (weak aorist -> kappatic aorist),0.0636776537643638,0.0449914398499407,1,0.26266982421985485
Xan (3pl) : Xate (2pl) = Xsan : Xsate (weak aorist -> root aorist),0.0636776537643638,0.0449914398499407,0,0.26266982421985485
